Title,Price,Brand,Size,Link,Likes,Dataid,MarketStatus,SearchDate,Images,SearchCount,Page
Ugg plateforme,150.0,UGG,36,https://www.vinted.it/items/5509459583-ugg-plateforme?referrer=catalog,0,5509459583,On Sale,10/12/2024 13:42:44,[],1,1
Zapatillas Bimba y Lola,55.0,Bimba Y Lola,38,https://www.vinted.it/items/5509458988-zapatillas-bimba-y-lola?referrer=catalog,0,5509458988,On Sale,10/12/2024 13:42:44,[],1,1
Sandalias Jimmy choo,350.0,Jimmy Choo,39,https://www.vinted.it/items/5509459099-sandalias-jimmy-choo?referrer=catalog,1,5509459099,On Sale,10/12/2024 13:42:44,[],1,1
Scarpe,20.0,CafèNoir,37,https://www.vinted.it/items/5509459056-scarpe?referrer=catalog,0,5509459056,On Sale,10/12/2024 13:42:44,[],1,1
Zapatos de tacón Zara,10.0,Zara,37,https://www.vinted.it/items/5509458680-zapatos-de-tacon-zara?referrer=catalog,0,5509458680,On Sale,10/12/2024 13:42:44,[],1,1
Stivaletto Lemarè Num.38 nuovo,170.0,Lemaré,38,https://www.vinted.it/items/5509458330-stivaletto-lemare-num38-nuovo?referrer=catalog,0,5509458330,On Sale,10/12/2024 13:42:44,[],1,1
Vans gris claire,35.0,Vans,38,https://www.vinted.it/items/5509458283-vans-gris-claire?referrer=catalog,0,5509458283,On Sale,10/12/2024 13:42:44,[],1,1
Bottes d’hiver femme skechers ultra confortable,60.0,Skechers,37,https://www.vinted.it/items/5509457734-bottes-dhiver-femme-skechers-ultra-confortable?referrer=catalog,0,5509457734,On Sale,10/12/2024 13:42:44,[],1,1
Converse nuevas azules,40.0,Converse,38,https://www.vinted.it/items/5509457919-converse-nuevas-azules?referrer=catalog,0,5509457919,On Sale,10/12/2024 13:42:44,[],1,1
Bottines  talon neuves Nine West,29.0,Nine West,39,https://www.vinted.it/items/5509457812-bottines-talon-neuves-nine-west?referrer=catalog,0,5509457812,On Sale,10/12/2024 13:42:44,[],1,1
Zapatos de vestir talla 40,10.9,De,40,https://www.vinted.it/items/5509457614-zapatos-de-vestir-talla-40?referrer=catalog,0,5509457614,On Sale,10/12/2024 13:42:44,[],1,1
Sneakers roze,15.0,Skechers,40,https://www.vinted.it/items/5509457235-sneakers-roze?referrer=catalog,0,5509457235,On Sale,10/12/2024 13:42:44,[],1,1
Ténis Reebok,15.0,Reebok,36,https://www.vinted.it/items/5509456975-tenis-reebok?referrer=catalog,0,5509456975,On Sale,10/12/2024 13:42:44,[],1,1
Bottes neuves shein or style santiag,12.0,Shein,38,https://www.vinted.it/items/5509456980-bottes-neuves-shein-or-style-santiag?referrer=catalog,0,5509456980,On Sale,10/12/2024 13:42:44,[],1,1
UGG Schuhe,100.0,UGG,38,https://www.vinted.it/items/5509456602-ugg-schuhe?referrer=catalog,0,5509456602,On Sale,10/12/2024 13:42:44,[],1,1
Ballerine nº 36,10.0,Shein,36,https://www.vinted.it/items/5509456287-ballerine-no-36?referrer=catalog,0,5509456287,On Sale,10/12/2024 13:42:44,[],1,1
Devon mule,360.0,Attico,38,https://www.vinted.it/items/5509455204-devon-mule?referrer=catalog,0,5509455204,On Sale,10/12/2024 13:42:44,[],1,1
Botas,10.0,Zara,40,https://www.vinted.it/items/5509455467-botas?referrer=catalog,0,5509455467,On Sale,10/12/2024 13:42:44,[],1,1
Stivale con tacco quadrato doppio,15.0,Tacco,36,https://www.vinted.it/items/5509455379-stivale-con-tacco-quadrato-doppio-mai-usate?referrer=catalog,0,5509455379,On Sale,10/12/2024 13:42:44,[],1,1
summer shoes,8.0,Intextenso,38,https://www.vinted.it/items/5509455257-summer-shoes?referrer=catalog,0,5509455257,On Sale,10/12/2024 13:42:44,[],1,1
Bottine marron,25.0,Brand non indicato,37,https://www.vinted.it/items/5509452763-bottine-marron?referrer=catalog,0,5509452763,On Sale,10/12/2024 13:42:44,[],1,1
